,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Case Number.1,Case Number.2,Month
4339,1954-06-29,1954.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,M,35,Right elbow & forearm lacerated  PROVOKED INCIDENT,N,,,1954-06-29,1954-06-29,June
4340,1954-06-27,1954.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,16h30,2.4 m [8']  shark,1954-06-27,1954-06-27,June
4341,1954-06-01,1954.0,Unprovoked,HONG KONG,,,Bathing alongside ship,M,,"FATAL, thigh bitten ",Y,,,,,June
4342,,1954.0,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,"FATAL, decapitated ",Y,,,,,
4343,1954-05-01,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Near Madang Town,,,,Foot severed,N,,,,,May
4344,1954-04-08,1954.0,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing from shore,M,,"Body recovered, mutilated by shark/s",,,Shark involvement prior to death was not confirmed,1954-04-08,1954-04-08,April
4345,1954-04-01,1954.0,Provoked,SUDAN?,Red Sea,Southern part ,Spearfishing,M,,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",N,,,,,April
4346,1954-02-27,1954.0,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,23,"FATAL, right thigh bitten ",Y,17h15,,1954-02-27,1954-02-27,February
4347,1954-01-30,1954.0,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,,Abrasions to arm,N,,,1954-01-30,1954-01-30,January
4348,1954-01-22,1954.0,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,30,Severe laceration to arm,N,,,,,January
4349,1954-01-22,1954.0,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,13h05,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,,,January
4350,1954-01-15,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,26,Back & thighs lacerated,N,Late afternoon,14' shark,1954-01-15,1954-01-15,January
4351,1954-01-01,1954.0,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,,FATAL,Y,,Bull shark suspected due to freshwater habitat,,,January
4352,1954-01-01,1954.0,Unprovoked,MARTINIQUE,,,,M,,"Chest bruised, after shark clamped its jaws on his chest ",N,,"Nurse shark, 1.8 m [6'] ",,,January
4353,1954-01-01,1954.0,Unprovoked,MEXICO,Baja California,,Free diving,M,,FATAL,Y,,,,,January
4354,1954-01-01,1954.0,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,,Bitten on foot,N,,a small shark',,,January
4355,1954-01-01,1954.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,12,Leg & abdomen lacerated,N,,,,,January
4356,,1954.0,Unprovoked,IRAN,Karun River,A village a short distance from Hesamabad,,F,,FATAL,Y,,Bull shark suspected due to freshwater habitat,,,
4357,,1954.0,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,,Survived,N,,Bull shark suspected due to freshwater habitat,,,
4358,1953-12-30,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,,Left calf lacerated,N,Morning,Said to involve a >4 m [13'] shark,1953-12-30,1953-12-30,December
4359,1953-12-22,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,23,Lacerations to arm,N,,,1953-12-22,1953-12-22,December
4360,1953-12-13,1953.0,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,Bruised shoulder chest & foot,N,12h00,,1953-12-13,1953-12-13,December
4361,1953-12-01,1953.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Surf skiing,M,,"No Injury, shark charged surfski",N,,3.7 [12'] shark,,,December
4362,1953-10-01,1953.0,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",,M,,"Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT",N,,,,,October
4363,1953-09-27,1953.0,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,23,FATAL,Y,,,1953-09-27,1953-09-27,September
4364,,1953.0,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Scuba diving,M,,No injury,N,,,,,
4365,1953-09-18,1953.0,Sea Disaster,USA,Georgia,200 miles east of Savannah,Aircaft exploded,M,,Hand bitten,N,,,1953-09-18,1953-09-18,September
4366,,1953.0,Unprovoked,USA,New York,Rockaway Beach,Surf fishing,M,15,Laceration to right lower leg,N,,80-lb sand shark,,,
4367,1953-09-02,1953.0,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,,Leg & foot bitten,N,,"Hammerhead shark, 1.5 m [5'] ",1953-09-02,1953-09-02,September
4368,1953-08-01,1953.0,Invalid,MEXICO,Guerrero,Acapulco,Free diving,M,19,No injury,,17h30,Invalid,,,August
4369,1953-07-31,1953.0,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,18,FATAL,Y,,,1953-07-31,1953-07-31,July
4370,1953-07-26,1953.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",Y,09h15,3 m [10'] shark seen in vicinity,1953-07-26,1953-07-26,July
4371,1953-07-16,1953.0,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,,1953-07-16,1953-07-16,July
4372,1953-07-15,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,Lower left leg severely bitten,N,,,1953-07-15,1953-07-15,July
4373,1953-07-11,1953.0,Sea Disaster,PACIFIC OCEAN,330 to 350 miles east of Wake Island,,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew,,,Recuers fought sharks for the bodies,N,,,1953-07-11,1953-07-11,July
4374,1953-07-09,1953.0,Boating,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,M,,Burns drowned as result of attack on boat,N,,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale",1953-07-09,1953-07-09,July
4375,1953-07-04,1953.0,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",N,08h00,,1953-07-04,1953-07-04,July
4376,1953-07-01,1953.0,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,Retrieving bait box that had fallen overboard,M,19,Hand severely bitten,N,,,,,July
4377,1953-06-01,1953.0,Provoked,AUSTRALIA,Queensland,,Landing hooked shark in boat,M,,Right forearm & hand bitten PROVOKED INCIDENT,N,,"2 m [6'9""] shark ",,,June
4378,1953-04-07,1953.0,Boating,AUSTRALIA,New South Wales,1.5 miles off shore,,,,"No injury to occupant. As engine started, shark hit boat, breaking one of boats ribs in 3 places & stoving in 2 planks",N,,,1953-04-07,1953-04-07,April
4379,1953-04-04,1953.0,Unprovoked,USA,Texas,South Padre Island,Swimming,F,19,Lacerations to right foot,N,Afternoon,,1953-04-04,1953-04-04,April
4380,1953-04-01,1953.0,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",,M,,Arm severed,N,,"1.5 m [5'] shark, probable bull shark",,,April
4381,1953-04-01,1953.0,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,M,,Right forearm severed at the elbow,N,,"1.5 m [5'] shark, probable bull shark",,,April
4382,1953-03-01,1953.0,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",Spearfishing,M,23,Arm lacerated,N,,,1953-03-22,1953-03-22,March
4383,,1953.0,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,,Abrasion,N,,8' shark,,,
4384,1953-03-01,1953.0,Sea Disaster,INDIAN OCEAN,,Between Straits of Malacca and Sri Lanka,Adrift on a 4'  raft for 32 days,,,Sharks attacked raft & consumed the body of Ericsson after he died,Y,,,,,March
4385,1953-03-01,1953.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,M,,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,,Tiger shark,,,March
4386,1953-02-18,1953.0,Provoked,USA,Hawaii,"Barbers Point, O'ahu",Bitten while cutting shark from net,M,,Hand bitten  PROVOKED INCIDENT  ,N,,,1953-02-18,1953-02-18,February
4387,1953-02-15,1953.0,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,25,"Shark tore off face mask, divers face, nose & chin lacerated",N,18h00,Wobbegong shark,1953-02-15,1953-02-15,February
4388,1953-02-01,1953.0,Unprovoked,AUSTRALIA,,,Spearfishing,M,,Foot bitten,N,,Wobbegong shark,,,February
4389,1953-01-20,1953.0,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,61,Finger bitten by hooked shark PROVOKED INCIDENT,N,,,1953-01-20,1953-01-20,January
4390,1953-01-08,1953.0,Boating,AUSTRALIA,Tasmania,Wynyard,Fishing,,MAKE LINE GREEN,"No injury to occupant, shark charged boat",N,Afternoon,10' to 12' shark,1953-01-08,1953-01-08,January
4391,1953-01-01,1953.0,Unprovoked,AUSTRALIA,,,Spearfishing,M,,Kneecap bitten,N,,Wobbegong shark,,,January
4392,1953-01-01,1953.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",Washing,M,,"FATAL, torso bitten",Y,,,,,January
4393,1953-01-01,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,,Leg lacerated thigh to ankle,N,,,,,January
4394,1952-12-24,1952.0,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",Lying prone on surfboard,M,,"No injury, board bumped by shark",N,,,1952-12-24,1952-12-24,December
4395,1952-12-21,1952.0,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,"""After dark""",2.4 m [8'] shark,1952-12-21,1952-12-21,December
4396,1962-12-14,1952.0,Invalid,GUATEMALA,,,Air Disaster,F,,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,,,Shark involvement prior to death was not confirmed,1952-12-14,1952-12-14,December
4397,1952-08-04,1952.0,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,17,Bitten by hooked shark                      PROVOKED INCIDENT,N,,200-lb shark,1952-08-04,1952-08-04,August
4398,1952-08-03,1952.0,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,,,1952-08-03,1952-08-03,August
4399,1952-12-07,1952.0,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,14h00,"White shark,4.6 m [15'] ",1952-12-07,1952-12-07,December
4400,1952-12-03,1952.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",Y,,>6.7 m [22']  shark,1952-12-03,1952-12-03,December
4401,1952-10-12,1952.0,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,,Right thigh bitten ,N,,,1952-10-12,1952-10-12,October
4402,1952-08-06,1952.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelsons Rock,,M,18,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",,,Shark involvement prior to death was not confirmed,1952-08-06,1952-08-06,August
4403,1952-08-05,1952.0,Provoked,ITALY,Teramo,Giulianova,Fishing,,19,Multiple injuries PROVOKED INCIDENT,Y,02h00,2m shark,1952-08-04,1952-08-05,August
4404,1952-07-27,1952.0,Boating,USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,,"Hammerhead shark, 5' ",,,July
4405,1952-07-27,1952.0,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M, 43,Finger bitten by hooked shark PROVOKED INCIDENT,N,,a small shark',,,July
4406,1952-07-27,1952.0,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,N,,a small shark',,,July
4407,1952-07-27,1952.0,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",Boat exploded,M,,FATAL & some of the survivors were bitten by sharks  ,Y,,,,,July
4408,1952-07-13,1952.0,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,,,1952-07-13,1952-07-13,July
4409,1952-07-05,1952.0,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,,Leg lacerated & bone fractured ,N,11h00,"Tiger shark, 1.5 m [5'] ",1952-07-05,1952-07-05,July
4410,1952-05-27,1952.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,,Foot & swimfin bitten,N,10h00 or 14h00,"White shark, 2 m to 4 m [6'9"" to 13'] ",1952-05-27,1952-05-27,May
4411,,1952.0,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",M,,Lacerations to 2 fingers & knuckles abraded,N,,"Carpet shark, 5' ",,,
4412,1952-05-01,1952.0,Unprovoked,INDIA,,Off Trivandrum (west coast),"Fishing, standing in water next to purse net",M,,Lower leg lacerated,N,,"""A 2' (0.6 m) brown shark""",,,May
4413,1952-04-06,1952.0,Boating,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,,No injury to fisherman Alf Dean & other occupants;,N,Morning,"White shark, 15'3"", 2,333-lb ",1952-04-06,1952-04-06,April
4414,1952-04-01,1952.0,Provoked,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,M,,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,P.M.,"a ""small slim brown shark""",,,April
4415,1952-03-30,1952.0,Unprovoked,NETHERLANDS ANTILLES,Curacao,,Went to aid of child being menaced by the shark,M,,"Buttock bitten, tissue removed",N,,"Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. ",1952-03-30,1952-03-30,March
4416,1952-01-23,1952.0,Provoked,MAURITIUS,Port Louis Province,Port Louis,"Spearfishing, speared a small shark",M,,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,,,1952-01-23,1952-01-23,January
4417,1952-01-07,1952.0,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,,Bitten on left calf and ankle,N,,8' shark,1952-01-07,1952-01-07,January
4418,,1952.0,Unprovoked,LIBERIA,Montserrado,"West Breakwater, Monrovia / Freeport","Diving, recovering fish killed by dynamite",M,,FATAL,Y,,,,,
4419,1952-01-01,1952.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Spearfishing,M,,"Arm bitten, surgically amputated",N,,,,,January
4420,1952-01-01,1952.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,M,,"FATAL,  ""No remains""",Y,,"""Attacked by a number of sharks""",,,January
4421,1952-01-01,1952.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast ",Spearfishing,M,27,"FATAL, lower abdomen removed ",Y,,,,,January
4422,1952-01-01,1952.0,Unprovoked,USA,Florida,Near Key West,Swimming,M,,"FATAL, groin bitten ",Y,,,,,January
4423,1951-12-21,1951.0,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,15,"FATAL, right leg, thighs & hands bitten  ",Y,,,1951-12-21,1951-12-21,December
4424,1951-12-16,1951.0,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,,"Wobbegong shark, 1.8 m [6'] ",1951-12-16,1951-12-16,December
4425,,1951.0,Invalid,MOZAMBIQUE,Sofala Province,Beira,Swimming,M,,No injury,,,Invalid,,,
4426,1951-12-06,1951.0,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,M,21,FATAL,Y,16h00,2.4 m [8']  shark,1951-12-06,1951-12-06,December
4427,1951-11-29,1951.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,23,Thigh bruised & abraded,N,13h00,"White shark, 1.8 m [6'] ",1951-11-29,1951-11-29,November
4428,1951-11-28,1951.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,81,Lacerations to left hand,N,,,,,November
4429,1951-11-28,1951.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,24,"Leg severed below knee, defense wounds on hand",N,17h15,"White shark, 2.4 m [8'] ",,,November
4430,,1951.0,Unprovoked,PHILIPPINES,,,Shipwrecked; adrift on raft for 2 days & 2 nights,M,,"FATAL, two men survived, one succumbed to shark bite & exhaustion",Y,,,,,
4431,1951-10-22,1951.0,Unprovoked,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,M,42,"FATAL, leg severed, shark dragged him through hole in protective net",Y,19h10,,1951-10-22,1951-10-22,October
4432,1951-10-05,1951.0,Invalid,NORTH ATLANTIC OCEAN,South Carolina,400 miles off the le,cargo ship Southern Isle sank at 04h00,,,Sharks fed on bodies of the drowned,,,Shark involvement prior to death was not confirmed,1951-10-05,1951-10-05,October
4433,1951-09-29,1951.0,Unprovoked,ITALY,Salerno,Amalfi,Swimming,F,21,FATAL,Y,,,1951-09-29,1951-09-29,September
4434,,1951.0,Unprovoked,ITALY,Salerno Province,Salerno,Fishing for squid,M,,3 fingers severed when he used his hand as bait,N,Night,,,,
4435,,1951.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38 Christine",M,56,"FATAL, abdominal wounds & right leg severed at the hip  ",Y,,,,,
4436,1951-08-17,1951.0,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,M,18,Injured but survived,N,,White shark,,,August
4437,1951-08-17,1951.0,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,F,16,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,,White shark,,,August
4438,,1951.0,Unprovoked,ITALY,Taranto,Torre Colimena,Diving (Hookah),M,,No injury,N,,,,,
4439,,1951.0,Unprovoked,COLUMBIA,Caribbean Sea,Cartegena,Bathing,,,FATAL,Y,,,,,
4440,,1951.0,Unprovoked,USA,California,"Long Beach, Los Angeles County",,M,13,Severe laceration to foot,N,,,,,
4441,1951-07-11,1951.0,Unprovoked,PACIFIC OCEAN,,In Los Angeles  Honolulu yacht race,Fell overboard,M,40,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,Afternoon,2.1 m [7'] shark,1951-07-11,1951-07-11,July
4442,1951-06-25,1951.0,Unprovoked,USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Swept out to sea while fishing,M,,"FATAL, victim seen in shark's mouth",Y,,,1951-06-25,1951-06-25,June
4443,1951-06-01,1951.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,M,39,Right thumb bitten,N,11h00,,,,June
4444,1951-05-22,1951.0,Unprovoked,MEXICO,,,Free diving,M,16,Lower leg severely injured,N,15h00,,1951-05-22,1951-05-22,May
4445,,1951.0,Provoked,ITALY,Naples Province,"Torre del Greco, Naples",,,,3 men knocked to ground by harpooned shark PROVOKED INCIDENT,N,,,,,
4446,1951-03-26,1951.0,Provoked,AUSTRALIA,New South Wales,Avalon,Fell off surf ski,M,23,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,Afternoon,"Wobbegong shark, 4'",1951-03-26,1951-03-26,March
4447,1951-03-24,1951.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Fishing, casting in the surf",M,"""young""",Severe lacerations of chest & thigh,N,,5.5 m [18'] shark,1951-03-24,1951-03-24,March
4448,1951-03-15,1951.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,19,Left foot lacerated,N,12h00,,1951-03-15,1951-03-15,March
4449,1951-02-19,1951.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. Johns,Body surfing,M,31,"Leg bitten, defense wounds on hands",N,12h15,136-kg [300-lb] shark,1951-02-19,1951-02-19,February
4450,1951-02-03,1951.0,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),M,20,Shark's fin caused abrasion on his chest,N,,,1951-02-03,1951-02-03,February
4451,1951-02-01,1951.0,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Swimming,M,14,Leg bitten,N,,1.2 m [4'] shark,1951-02-01,1951-02-01,February
